gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,cusip,conm,curcd,dd1,dlc,dltt,ebit,ebitda,costat,debt,ebitdatodebt
6573,30-Jun-01,2001,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,1.945,6.445,1.095,147.674,183.202,A,9.485,19.31491829
6573,30-Jun-02,2002,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,0,148.669,183.956,A,0,#DIV/0!
6573,30-Jun-03,2003,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,0,137.828,169.497,A,0,#DIV/0!
6573,30-Jun-04,2004,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,0,125.801,157.068,A,0,#DIV/0!
6573,30-Jun-05,2005,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,7.299,0,120.042,153.304,A,7.299,21.00342513
6573,30-Jun-06,2006,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,10.718,0,114.09,146.431,A,10.718,13.66215712
6573,30-Jun-07,2007,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,47.886,0,103.981,132.747,A,47.886,2.772146348
6573,30-Jun-08,2008,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,55,83.021,107.159,A,55,1.948345455
6573,30-Jun-09,2009,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,0,130.754,150.054,A,0,#DIV/0!
6573,30-Jun-10,2010,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,0,177.19,195.39,A,0,#DIV/0!
6573,30-Jun-11,2011,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,0,147.004,164.129,A,0,#DIV/0!
6573,30-Jun-12,2012,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,0,143.287,162.137,A,0,#DIV/0!
6573,30-Jun-13,2013,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,0,161.906,180.824,A,0,#DIV/0!
6573,30-Jun-14,2014,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,0,153.767,172.132,A,0,#DIV/0!
6573,30-Jun-15,2015,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,0,154.861,175.333,A,0,#DIV/0!
6573,30-Jun-16,2016,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,0,184.57,207.589,A,0,#DIV/0!
6573,30-Jun-17,2017,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,0,192.139,216.022,A,0,#DIV/0!
6573,30-Jun-18,2018,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,0,174.159,200.313,A,0,#DIV/0!
6573,30-Jun-19,2019,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,0,0,1.951,176.387,207.737,A,1.951,106.4771912
6573,30-Jun-20,2020,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,7.337,7.337,19.473,182.591,219.256,A,34.147,6.420944739
6573,30-Jun-21,2021,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,9.378,9.378,23.895,181.36,223.787,A,42.651,5.246934421
6573,30-Jun-22,2022,INDL,C,D,STD,513847103,LANCASTER COLONY CORP,USD,11.416,11.416,24.814,143.621,187.857,A,47.646,3.942765395
6574,31-Dec-93,1993,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,0,0,0,45.192,69.939,I,0,#DIV/0!
6574,31-Dec-94,1994,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,0,0,0,39.994,64.538,I,0,#DIV/0!
6574,31-Dec-95,1995,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,0,0,0,22.771,47.397,I,0,#DIV/0!
6574,31-Dec-96,1996,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,0,0,0,33.536,53.831,I,0,#DIV/0!
6574,31-Dec-97,1997,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,0,0,0,45.119,65.144,I,0,#DIV/0!
6574,31-Dec-98,1998,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,0,0,0,40.075,61.801,I,0,#DIV/0!
6574,31-Dec-99,1999,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,0.354,0.354,70.852,41.344,68.779,I,71.56,0.961137507
6574,31-Dec-00,2000,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,0.395,0.395,63.536,36.613,65.564,I,64.326,1.019245717
6574,31-Dec-01,2001,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,0.487,0.487,49.344,41.375,72.486,I,50.318,1.440558051
6574,31-Dec-02,2002,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,0.063,0.063,36.089,36.275,64.964,I,36.215,1.793842331
6574,31-Dec-03,2003,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,5.57,5.57,38.168,40.798,70.187,I,49.308,1.423440415
6574,31-Dec-04,2004,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,40.65,40.65,0,38.238,66.879,I,81.3,0.822619926
6574,31-Dec-05,2005,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,36,36,10.215,34.797,63.336,I,82.215,0.77037037
6574,31-Dec-06,2006,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,0,0,50,34.286,61.183,I,50,1.22366
6574,31-Dec-07,2007,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,0,0,50,40.932,70.239,I,50,1.40478
6574,31-Dec-08,2008,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,7,7,91,29.26,61.477,I,105,0.585495238
6574,31-Dec-09,2009,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,0,0,113,62.484,97.695,I,113,0.864557522
6574,31-Dec-10,2010,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,57.767,57.767,227.462,61.991,102.091,I,342.996,0.29764487
6574,31-Dec-11,2011,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,4.256,4.256,253.939,84.362,139.699,I,262.451,0.532286027
6574,31-Dec-12,2012,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,20.462,20.462,514.587,108.16,161.86,I,555.511,0.291371368
6574,31-Dec-13,2013,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,17.291,17.291,480.082,127.454,187.154,I,514.664,0.363643076
6574,31-Dec-14,2014,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,8.561,8.561,438.376,104.23,166.43,I,455.498,0.365380309
6574,31-Dec-15,2015,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,8.541,8.541,379.855,114.753,185.132,I,396.937,0.466401469
6574,31-Dec-16,2016,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,49,49,1245.959,183.491,278.275,I,1343.959,0.207056168
6574,31-Dec-17,2017,INDL,C,D,STD,833551104,SNYDERS-LANCE INC,USD,49,49,1025.533,170.56,267.471,I,1123.533,0.238062433
6617,31-Dec-93,1993,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0,0,0,24.557,27.753,A,0,#DIV/0!
6617,31-Dec-94,1994,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0,0,0,32.332,35.417,A,0,#DIV/0!
6617,31-Dec-95,1995,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0,0,0,32.176,35.525,A,0,#DIV/0!
6617,31-Dec-96,1996,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0,0,0,32.047,36.061,A,0,#DIV/0!
6617,31-Dec-97,1997,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0,0,0,33.894,38.913,A,0,#DIV/0!
6617,31-Dec-98,1998,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0,0,0,33.552,39.05,A,0,#DIV/0!
6617,31-Dec-99,1999,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0,0,0,40.34,46.867,A,0,#DIV/0!
6617,31-Dec-00,2000,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0,0,0,41.824,47.81,A,0,#DIV/0!
6617,31-Dec-01,2001,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,4,4,10,24.729,32.875,A,18,1.826388889
6617,31-Dec-02,2002,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0,0,0,22.171,28.054,A,0,#DIV/0!
6617,31-Dec-03,2003,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,1.462,1.462,1.573,27.989,33.866,A,4.497,7.53079831
6617,31-Dec-04,2004,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,1.573,1.573,0,30.811,36.226,A,3.146,11.51493961
6617,31-Dec-05,2005,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0,0,0,35.366,40.457,A,0,#DIV/0!
6617,31-Dec-06,2006,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0.241,0.241,0.311,23.058,27.876,A,0.793,35.15258512
6617,31-Dec-07,2007,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,1.464,12.464,2.6,32.769,40.204,A,16.528,2.432478219
6617,31-Dec-08,2008,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,1.133,1.133,9.471,22.999,31.281,A,11.737,2.665161455
6617,31-Dec-09,2009,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,1.034,1.034,1.086,2.654,9.87,A,3.154,3.129359543
6617,31-Dec-10,2010,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,,0,0.384,14.805,21.111,A,0.384,54.9765625
6617,31-Dec-11,2011,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,,0,0.179,-1.514,4.19,A,0.179,23.40782123
6617,31-Dec-12,2012,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0.806,16.933,10.786,-6.65,0.484,A,28.525,0.016967572
6617,31-Dec-13,2013,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0.745,16.823,10.223,-2.502,6.528,A,27.791,0.234896189
6617,31-Dec-14,2014,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0.809,0.809,9.414,-1.435,7.165,A,11.032,0.649474257
6617,31-Dec-15,2015,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0.876,1.801,8.539,3.052,11.352,A,11.216,1.012125535
6617,31-Dec-16,2016,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,0.996,1.837,7.543,-1.337,6.729,A,10.376,0.648515806
6617,31-Dec-17,2017,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,1.123,15.666,6.42,5.225,11.995,A,23.209,0.516825369
6617,31-Dec-18,2018,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,1.207,12.03,5.213,9.671,16.526,A,18.45,0.895718157
6617,31-Dec-19,2019,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,3.83,3.83,11.775,9.066,14.959,A,19.435,0.769693851
6617,31-Dec-20,2020,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,4.568,4.568,5.738,21.948,28.649,A,14.874,1.92611268
6617,31-Dec-21,2021,INDL,C,D,STD,520776105,DISTRIBUTION SOLUTIO GRO INC,USD,4.467,4.467,22.741,20.991,29.332,A,31.675,0.926029992
6618,31-Dec-93,1993,INDL,C,D,STD,520786104,LAWTER INTERNATIONAL INC,USD,0.05,20.094,4.206,24.693,28.984,I,24.35,1.190308008
6618,31-Dec-94,1994,INDL,C,D,STD,520786104,LAWTER INTERNATIONAL INC,USD,0.05,18.554,4.152,33.892,38.236,I,22.756,1.680260151
6618,31-Dec-95,1995,INDL,C,D,STD,520786104,LAWTER INTERNATIONAL INC,USD,0.05,40.033,4.1,23.813,29.26,I,44.183,0.66224566
6618,31-Dec-96,1996,INDL,C,D,STD,520786104,LAWTER INTERNATIONAL INC,USD,0.05,39.012,29.05,29.776,35.275,I,68.112,0.517896993
6618,31-Dec-97,1997,INDL,C,D,STD,520786104,LAWTER INTERNATIONAL INC,USD,0,22.993,29.05,33.195,39.027,I,52.043,0.749899122
6618,31-Dec-98,1998,INDL,C,D,STD,520786104,LAWTER INTERNATIONAL INC,USD,0,27.79,129.05,36.349,42.582,I,156.84,0.271499617
6639,30-Sep-94,1994,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,31.891,31.891,98.641,85.315,108.811,A,162.423,0.669923595
6639,30-Sep-95,1995,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,32.978,47.978,75.511,95.155,121.129,A,156.467,0.77415046
6639,30-Sep-96,1996,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,43.213,43.213,52.29,87.733,115.532,A,138.716,0.832867153
6639,30-Sep-97,1997,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,32.561,177.561,26.174,96.395,124.699,A,236.296,0.527723702
6639,30-Sep-98,1998,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,33.453,33.453,186.028,104.48,142.056,A,252.934,0.561632679
6639,30-Sep-99,1999,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,17.62,17.62,187.005,107.502,147.25,A,222.245,0.662557088
6639,30-Sep-00,2000,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,49.532,49.532,173.4,93.09,122.416,A,272.464,0.449292384
6639,30-Sep-01,2001,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,11.6,11.6,161.8,80.065,112.223,A,185,0.606610811
6639,30-Sep-02,2002,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,14.6,14.6,394.7,112.78,147.83,A,423.9,0.34873791
6639,30-Sep-03,2003,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,36.6,36.6,268.6,129.934,176.55,A,341.8,0.516530135
6639,30-Sep-04,2004,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,11.6,11.6,202,138.214,186.241,A,225.2,0.827002664
6639,30-Sep-05,2005,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,10,10,1706.024,173.494,234.322,A,1726.024,0.135758251
6639,30-Sep-06,2006,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,35.375,35.375,1510.459,201.472,292.603,A,1581.209,0.185050174
6639,30-Sep-07,2007,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,62.25,62.25,1346.63,182.979,276.568,A,1471.13,0.187996982
6639,30-Sep-08,2008,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,1337.64,1337.64,0,119.372,210.45,A,2675.28,0.078664663
6639,30-Sep-09,2009,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,89.8,89.8,1079.993,94.046,173.645,A,1259.593,0.137858022
6639,30-Sep-10,2010,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,81.5,81.5,1000.927,99.144,172.323,A,1163.927,0.1480531
6639,30-Sep-11,2011,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,994.55,994.55,0,95.638,166.972,A,1989.1,0.083943492
6639,30-Sep-12,2012,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,11.982,11.982,914.244,101.617,167.534,A,938.208,0.178568079
6639,30-Sep-13,2013,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,14.371,14.371,820.187,107.77,163.407,A,848.929,0.192486062
6639,30-Sep-14,2014,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,31.4,31.4,773.35,107.809,156.32,A,836.15,0.186952102
6639,30-Sep-15,2015,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,25,25,700.872,104.524,150.087,A,750.872,0.199883602
6639,30-Sep-16,2016,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,25.07,25.07,592.097,96.335,139.776,A,642.237,0.217639283
6639,30-Sep-17,2017,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,30.182,30.182,496.379,91.311,132.593,A,556.743,0.23815836
6639,30-Sep-18,2018,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,7.027,7.027,460.777,91.253,123.019,A,474.831,0.259079546
6639,30-Sep-19,2019,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,2.954,2.954,429.391,81.707,111.039,A,435.299,0.255086733
6639,30-Sep-20,2020,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,22.31,22.31,586.931,55.223,91.356,A,631.551,0.144653401
6639,30-Sep-21,2021,INDL,C,D,STD,523768406,LEE ENTERPRISES INC,USD,14.724,14.724,534.187,65.54,108.381,A,563.635,0.192289336
6649,31-Dec-93,1993,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,1.4,1.4,165.8,160.3,199.4,A,168.6,1.182680902
6649,31-Dec-94,1994,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,3.9,3.9,204.9,202,250.8,A,212.7,1.179125529
6649,31-Dec-95,1995,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,4,18.5,191.9,236.2,294.2,A,214.4,1.372201493
6649,31-Dec-96,1996,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,3.9,23,388.5,303.6,395.8,A,415.4,0.952816562
6649,31-Dec-97,1997,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,4.7,46.6,466.2,361.7,467.3,A,517.5,0.902995169
6649,31-Dec-98,1998,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,5.2,51.7,574.1,426.9,554.8,A,631,0.879239303
6649,31-Dec-99,1999,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,3.8,51.2,787.4,500.3,649.6,A,842.4,0.771130104
6649,31-Dec-00,2000,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,5.9,47.9,988.4,486.6,659.9,A,1042.2,0.633179812
6649,31-Dec-01,2001,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,5.8,57.1,977.6,361.8,558.4,A,1040.5,0.536665065
6649,31-Dec-02,2002,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,127.7,174.2,808.6,418.9,583.5,A,1110.5,0.525438991
6649,31-Dec-03,2003,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,119.4,162.3,1012.2,353.4,520.4,A,1293.9,0.402194915
6649,31-Dec-04,2004,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,401.3,447.8,779.4,447.2,613.9,A,1628.5,0.376972674
6649,31-Dec-05,2005,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,98.6,156.3,921.6,447.8,608.6,A,1176.5,0.517297068
6649,31-Dec-06,2006,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,52,105,1060,489.9,646.5,A,1217,0.531224322
6649,31-Dec-07,2007,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,88.7,158.7,1000.6,341.8,498.7,A,1248,0.399599359
6649,31-Dec-08,2008,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,22.4,35.6,851.2,255.3,371.2,A,909.2,0.408271007
6649,31-Dec-09,2009,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,10.1,35.7,789.3,246,355.6,A,835.1,0.425817267
6649,31-Dec-10,2010,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,2.2,20.6,762.2,281.9,384.9,A,785,0.490318471
6649,31-Dec-11,2011,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,2.5,19.5,833.3,267.9,366,A,855.3,0.427920028
6649,31-Dec-12,2012,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,201.5,203.3,853.9,341.9,432.3,A,1258.7,0.343449591
6649,31-Dec-13,2013,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,181.1,190.2,688.4,326.4,442.5,A,1059.7,0.417571011
6649,31-Dec-14,2014,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,201.7,202.6,766.7,321.1,430.7,A,1171,0.367805295
6649,31-Dec-15,2015,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,3.4,24.1,945.4,485.5,589.8,A,972.9,0.6062288
6649,31-Dec-16,2016,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,3.6,21.4,956.2,482.5,589.2,A,981.2,0.600489197
6649,31-Dec-17,2017,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,153.8,153.8,1097.9,443.6,559.6,A,1405.5,0.398150125
6649,31-Dec-18,2018,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,1.2,1.2,1167.8,467.3,592.1,A,1170.2,0.505981883
6649,31-Dec-19,2019,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,90.4,90.4,2188.1,523,703.8,A,2368.9,0.29709992
6649,31-Dec-20,2020,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,93.3,93.3,1971.4,414.4,599,A,2158,0.277571826
6649,31-Dec-21,2021,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,345.1,345.1,1942.7,548.7,732.7,A,2632.9,0.2782863
6649,31-Dec-22,2022,INDL,C,D,STD,524660107,LEGGETT & PLATT INC,USD,58.9,58.9,2227.8,482.7,662.5,A,2345.6,0.282443724
6653,31-Mar-94,1993,INDL,C,D,STD,524901105,LEGG MASON INC,USD,0,24.059,102.487,74.61,82.938,A,126.546,0.655398037
6653,31-Mar-95,1994,INDL,C,D,STD,524901105,LEGG MASON INC,USD,0,6.362,102.487,46.824,57.285,A,108.849,0.526279525
6653,31-Mar-96,1995,FS,C,D,STD,524901105,LEGG MASON INC,USD,0,6.8,167.534,,,A,174.334,0
6653,31-Mar-96,1995,INDL,C,D,STD,524901105,LEGG MASON INC,USD,0,17.493,167.534,90.031,104.276,A,185.027,0.563571803
6653,31-Mar-97,1996,FS,C,D,STD,524901105,LEGG MASON INC,USD,0,13.4,99.581,,,A,112.981,0
6653,31-Mar-97,1996,INDL,C,D,STD,524901105,LEGG MASON INC,USD,0,25.907,99.581,138.559,155.772,A,125.488,1.241329848
6653,31-Mar-98,1997,FS,C,D,STD,524901105,LEGG MASON INC,USD,0,13.88,99.628,,,A,113.508,0
6653,31-Mar-98,1997,INDL,C,D,STD,524901105,LEGG MASON INC,USD,0,28.012,99.628,202.085,224.071,A,127.64,1.755492009
6653,31-Mar-99,1998,FS,C,D,STD,524901105,LEGG MASON INC,USD,0,49.262,99.676,,,A,148.938,0
6653,31-Mar-99,1998,INDL,C,D,STD,524901105,LEGG MASON INC,USD,0,61.084,99.676,243.685,265.251,A,160.76,1.649981339
6653,31-Mar-00,1999,FS,C,D,STD,524901105,LEGG MASON INC,USD,0,138.029,224.252,,,A,362.281,0
6653,31-Mar-00,1999,INDL,C,D,STD,524901105,LEGG MASON INC,USD,,51.003,338.991,373.463,402.783,A,389.994,1.032792812
6653,31-Mar-01,2000,FS,C,D,STD,524901105,LEGG MASON INC,USD,0,31.397,192.473,,,A,223.87,0
6653,31-Mar-01,2000,INDL,C,D,STD,524901105,LEGG MASON INC,USD,,43.714,218.97,443.209,479.704,A,262.684,1.826163756
6653,31-Mar-02,2001,FS,C,D,STD,524901105,LEGG MASON INC,USD,0,104.411,776.271,,,A,880.682,0
6653,31-Mar-02,2001,INDL,C,D,STD,524901105,LEGG MASON INC,USD,,41.469,877.122,380.52,428.722,A,918.591,0.466716961
6653,31-Mar-03,2002,FS,C,D,STD,524901105,LEGG MASON INC,USD,0,29.478,786.753,,,A,816.231,0
6653,31-Mar-03,2002,INDL,C,D,STD,524901105,LEGG MASON INC,USD,0,89.061,786.753,395.457,447.755,A,875.814,0.511244397
6653,31-Mar-04,2003,FS,C,D,STD,524901105,LEGG MASON INC,USD,,,794.238,,,A,794.238,0
6653,31-Mar-04,2003,INDL,C,D,STD,524901105,LEGG MASON INC,USD,0,119.088,794.238,552.964,601.024,A,913.326,0.658060758
6653,31-Mar-05,2004,FS,C,D,STD,524901105,LEGG MASON INC,USD,,,811.164,,,A,811.164,0
6653,31-Mar-05,2004,INDL,C,D,STD,524901105,LEGG MASON INC,USD,,222.058,811.164,620.856,676.133,A,1033.222,0.654392764
6653,31-Mar-06,2005,FS,C,D,STD,524901105,LEGG MASON INC,USD,36.883,120.11,1166.077,,,A,1323.07,0
6653,31-Mar-06,2005,INDL,C,D,STD,524901105,LEGG MASON INC,USD,36.883,120.11,1166.077,671.58,745.348,A,1323.07,0.563347366
6653,31-Mar-07,2006,FS,C,D,STD,524901105,LEGG MASON INC,USD,5.117,5.117,1107.507,,,A,1117.741,0
6653,31-Mar-07,2006,INDL,C,D,STD,524901105,LEGG MASON INC,USD,5.117,5.117,1107.507,1030.298,1168.15,A,1117.741,1.045098999
6653,31-Mar-08,2007,FS,C,D,STD,524901105,LEGG MASON INC,USD,432.119,932.119,1825.654,,,A,3189.892,0
6653,31-Mar-08,2007,INDL,C,D,STD,524901105,LEGG MASON INC,USD,432.119,932.119,1825.654,1201.176,1342.259,A,3189.892,0.420785092
6653,31-Mar-09,2008,FS,C,D,STD,524901105,LEGG MASON INC,USD,8.188,258.188,2965.204,,,A,3231.58,0
6653,31-Mar-09,2008,INDL,C,D,STD,524901105,LEGG MASON INC,USD,8.188,258.188,2965.204,638.79,777.235,A,3231.58,0.240512381
6653,31-Mar-10,2009,FS,C,D,STD,524901105,LEGG MASON INC,USD,5.154,255.154,1165.18,,,A,1425.488,0
6653,31-Mar-10,2009,INDL,C,D,STD,524901105,LEGG MASON INC,USD,5.154,255.154,1165.18,321.183,435.261,A,1425.488,0.30534175
6653,31-Mar-11,2010,FS,C,D,STD,524901105,LEGG MASON INC,USD,0.792,250.792,1479.396,,,A,1730.98,0
6653,31-Mar-11,2010,INDL,C,D,STD,524901105,LEGG MASON INC,USD,0.792,250.792,1479.396,441.242,543.99,A,1730.98,0.314267063
6653,31-Mar-12,2011,FS,C,D,STD,524901105,LEGG MASON INC,USD,1.278,251.278,1407.321,,,A,1659.877,0
6653,31-Mar-12,2011,INDL,C,D,STD,524901105,LEGG MASON INC,USD,1.278,251.278,1407.321,411.819,505.614,A,1659.877,0.304609317
6653,31-Mar-13,2012,FS,C,D,STD,524901105,LEGG MASON INC,USD,50.438,50.438,1302.351,,,A,1403.227,0
6653,31-Mar-13,2012,INDL,C,D,STD,524901105,LEGG MASON INC,USD,50.438,50.438,1302.351,300.881,388.729,A,1403.227,0.277025029
6653,31-Mar-14,2013,FS,C,D,STD,524901105,LEGG MASON INC,USD,79.617,79.617,1038.826,,,A,1198.06,0
6653,31-Mar-14,2013,INDL,C,D,STD,524901105,LEGG MASON INC,USD,79.617,79.617,1038.826,469.593,532.438,A,1198.06,0.444416807
6653,31-Mar-15,2014,FS,C,D,STD,524901105,LEGG MASON INC,USD,0,0,1058.089,,,A,1058.089,0
6653,31-Mar-15,2014,INDL,C,D,STD,524901105,LEGG MASON INC,USD,0,0,1058.089,543.119,598.205,A,1058.089,0.565363594
6653,31-Mar-16,2015,FS,C,D,STD,524901105,LEGG MASON INC,USD,0,40,1740.985,,,A,1780.985,0
6653,31-Mar-16,2015,INDL,C,D,STD,524901105,LEGG MASON INC,USD,0,40,1740.985,470.852,531.149,A,1780.985,0.298233281
